"";"Artiste";"Texte";"id"
"14896";"soprano";"Poto je chantais bien avant l'époque de Da-Daddy K. Des styles différents comme les types du groupe de Ma-Manu Key. Ton Beats by Dre est plastiqué quand je commence à kicker. Entre deux styles je suis à cheval, mais te inquiète je suis un bon jockey. ";2161
"14906";"soprano";". Je ai toujours visé le crâne quand ma plume crachait du plomb Plutôt San Goku que Gad quand mon flow devient blond Je rappe le fond de Gandhi avec la forme de Cassius Clay. Dans le game les bandits ce est comme Bernard que ils sont musclés Comme Wesley je snipe tous ces suceurs de sang Je suis le haut-parleur de ceux qui rêvent de milieux décents. Je fais pas le apologie des polos chics ni des gros logis Mes étoiles sont aux Comores pas sur le short de Apolo Creed. ";2162
"14908";"soprano";"Le visage de mon grand-père, les mariages au village. Sache que je n’peux oublier l’odeur du poisson pané. . Paroles rédigées et expliquées par la communauté Rap Genius France. . .             .           .         ";2162
"14910";"soprano";"Désolé pour le dérangement ce soir ma plume est ivre. Non pas de cellule de dégrisement ce soir ma plume est libre. Libre de dégueuler ses sentiments sur la place publiqueÀ le heure où la liberté est une expression zemmouristique Noirs sont les désirs quand il se agit de leur justice Celle qui met chez nous le stress du clip de Justice Pourquoi je suis si triste. Comment ne pas l'être quand je vois que les hommes cherchent le Paradis sous les pieds de Iblis Cherchent le armistice Intérieur auprès de une femme qui ne a pas les neurones de Afida Turner Ouais comme Will Smith. Je suis à la recherche du bonheur pour enfin prendre de la hauteur Ou pire, atterrir comme Taïg Khris Mec en temps de crise faut faire des sous. Le Afrique crie famine. La crise a fait que on est encore plus sourdÇa crie au secours car le pouvoir de achat baisse Le Euro ce est le régime minceur de le Europe voilà pourquoi on ne a plus de Grèce Je presse la détente de ma plume à chaque fois que je stresse Ou quand la Une entoure la vérité de un peu de brume Oui je ai mis dans le urne un bulletin SOS anti Jean-Marie Ils ont mis le Afrique en cloque et se prennent pour Cheb Mami. Non ne pleure pas Mamie je suis là pour vous honorer Les darons étaient des kings. Les colons des Conrad Murray Et je ai juré que ma plume ne aurait jamais de Alzheimer Si la vérité est une mode je suis son designer Comme Teddy Riner. Je suis venu remporter des médailles. Et que ma famille ne soit plus sur la paille. Et grâce à mes bails faut que elle graille. Braille, rage, autant que tu veux Rien à foutre de ton rap jeu Faut du liquide, liquide chez moi pour pouvoir éteindre le feu Ouais ouais poto je ai grillé tous les feux. Que les puristes ont mis sur ma route Je conduis une ambulance alors vos codes rien à foutre En plus, ici ça joue les Pablo Ils portent tous une chemise hawaïenne. Pas comme Tony mais comme Gbagbo. Ras le bol de ces clichés que on a sur le dos Déjà que ici on a les mains sales même avec lodo Marre de voir nos darons investir dans le Loto. Pourquoi ça coupe?On est à l'époque du serato. Merde, je crois que ma plume a bu un coup de trop. Faut que elle décuve. On va la prendre pour une alcoolo C'était E=2MCe s ma poule. Voilà ce qui se passe quand on laisse la parole à nos plumes. . Paroles rédigées et expliquées à clavier ouvert par la communauté Rapgenius France. . .             .           .         ";2163
"14914";"t.i.s";". Je ai dû plonger toute ma mine dans une encre noire vu le nombre de voix. Récoltées pour Marine, je ai cru entrevoir, comme de autres fois. La France au bout de le abîme donc on ôte le voile et on dévoile. Que on se salit pour la rime, ce est le rap français qui fait son devoir. Et sans discours facile, car ye a pas dix mille façons de le voir. Un avis unanime, sur la question, on fait contre-poids. Aux habitudes fascistes de notre pays qui a pas honte de avoir. Une attitude raciste, dix-huit pour-cents, ce est bien trop de sa part. On se agite sur les pistes car on habite près des vicelards. Qui agissent pour que le histoire des premiers tours soit triste. De Sarkozy à Giscard, la présence indépistable. Des nazis est bien plus stable que le Parti Socialiste. Et ce est discutable, hun, la manière dont les MC se disculpent. Et ne aiguisent plus de arme alors que la vie se résume. À une dispute grave entre la France de hier et de aujourde hui. Voici le résultat : un pourcentage surprise au terme de un suspens insoutenable. ";2164
"14919";"t.i.s";". Je ai dû plonger toute ma mine dans une encre noire vu le nombre de voix. Récoltées pour Marine, je ai cru entrevoir, comme de autres fois. La France au bout de le abîme donc on ôte le voile et on dévoile. Que on se salit pour la rime, ce est le rap français qui fait son devoir. Et sans discours facile, car ye a pas dix mille façons de le voir. Un avis unanime, sur la question, on fait contre-poids. Aux habitudes fascistes de notre pays qui a pas honte de avoir. Une attitude raciste, dix-huit pour-cents, ce est bien trop de sa part. On se agite sur les pistes car on habite près des vicelards. Qui agissent pour que le histoire des premiers tours soit triste. De Sarkozy à Giscard, la présence indépistable. Des nazis est bien plus stable que le Parti Socialiste. Et ce est discutable, hun, la manière dont les MC se disculpent. Et ne aiguisent plus de arme alors que la vie se résume. À une dispute grave entre la France de hier et de aujourde hui. Voici le résultat : un pourcentage surprise au terme de un suspens insoutenable. ";2165
"14923";"t.i.s";". Je fais partie des prolétaires, de la lignée trop métèque. Négro, ligue afro et pe t-être des gros beats de accrocs des steak/frites. Car ça serait con d'être maigre, formule écrite sur mes recettes. Aigri six jours sur sept, j'évite tous les beaux succès de estime. Car je me estime hors-compét', mais je cherche le exit. Quand certains veulent que je me explique car je fais des phrases incomplètes. Et puis je hésite, pour être honnête, le rap pourrait couronner mes trois lettres. Mais, devenir le king, non, je crois que je pourrais pas l'être. Juste anonyme pour cette planète, dans le métro, ligne huit. À neuf heures ou à dix-huit, pas du type à soigner le paraître. Plutôt à disparaître vite ; moi, je suis noyé dans la masse. Broyé dans le impasse, bois souvent la tasse mais me extirpe. Par des lignes de basse de base et des kicks. Moi et ma clique formons l'équipe sauvage qui lutte pour un sauvetage collectif. Élevés au double H et puis au triple, double de la joie. Nos aventures de Marge et de Homer, atmosphère électrique. Dans la lecture des pages de nos vies, même celles lues en oblique. Envie de thune, de cash, mais la fortune gâche tout ton optique. Pas envie d'être otage, pas envie d'être aux tâches. Ménagères, mais ce est trop tard, quoi que, je exagère vite. ";2166
"14953";"maître gims";"Tu veux des sons caliente, des tas de featurings, demande au Wati Boss. Ici rien qu'ça bosse, te es tombé sur un os, fuck tes fêtes de noces. Voilà le monstre du Loch Ness, où sont passé vos loc' ?Pour mon zin-cou on a la vida loca Je suis sur la voie de bus, me parle pas de piste cyclable. Te inquiète pas la mif, je suis encore à faire des ssique-cla. Ils se demandent tous : ""Maître Gims mais que est-ce qui se passe ?""Je deviens impoli comme les Simpsons ou South Park. Ouais les gens je vais vous crever, rafale chavaud dans les cavus. Que est-ce qui se passe ? Ambiancé que si là ce est Me-gi, le perso stique-my. Ambiance canicule, je viens vous péter la claviculeÇa va grave vite je vais tout gravir comme ce te enfoiré de Mister Kravitz. Ose me dire que on a pas percé, puis faire du sale ce est la vocation Bande de enfoirés, retenez bien, ye a pas que Bruel que a la voix cassée De un côté te as Maître Gims, la rivière, les rivaux. Tu me as vu, pleins phares, voie de bus, rue Rivo. ";2172
"14972";"black m";". J’aurais aimé t’parler d’amour comme tonton Petiello. Mais j’me sens comme si on m’devait un putain de million d’euros. Serait-ce la faute d’un bout-mara ou celle du petit bout marron ?J’en rigole mais c’est pas marrant tout m’revient dessus comme un boomerang Nerveux avec mon petit galbe, j’ai. Vu un tas d’petits petits petits jouer les gadjos Demande-moi qu’est-ce qu’un homme j’te répondrai mon daron. Touche à la famille et c’est la guerre que nous déclarons. C’est mon quart d’heure de folie, bien sûr que la foule est affolée. Chez nous on dit stade rempli, Black M reprise de volée L’Afrique qui fait la ola, l’Occident en guise de pickpocket. Akhi c’est mieux faut pas t’moquer ok !. ";2174
"14974";"deen burbigo";". Les gens ne font que papote, pire que des concierges. Ils voudraient fouiller dans tes capotes, étudier ton sperme Ils voudraient tout connaître, tout savoir, faire croire que ils connaissent tout Traités comme des pions de case en case, je crois que ils deviennent fous Ils ne ont pas lu Sun Tzu mais le résumé en PDF. Si Jésus avait su, il se serait réfugié à Bethléem. Je viens réfuter les préjugés, faut excuser mes galériens. Réfugié, je ai étudié, appris que on ne sait jamais rien. Et tout le monde ne en a pas le occase. Ça jacte comme des salopards. Avec les procès que ils intentent te auras besoin de un avocat loquace Je suis ce gladiateur des rap battles. Et je peux retourner le net avec ce que je cache dans mon backpack. Les gens parlent, je peux rien y faire mais je le utilise chaque jour. Triment pire qu'à le usine, diffusent la musique partout Bigo-Taipan : la collab' va faire jacter. On se met une entrecôte, et lit vos com' après le café. ";2175
"15019";"deen burbigo";"Je aime pas les divisons, en classe, je détestais les maths. Avec la science de un télépathe je ai appris à percer les regards Ve là mon récital, la guigne circule sur mes pages Nique les décimales, je valide que les virgules sur mes Nike. Je vois des minus sur mes traces, ils me amusent à se la raconter Moi, je veux faire de le argent juste pour ne plus avoir à le compter Je me attends plus à voir de la bonté, la ville m'épuise. Je ai voulu parler vrai, on me a parlé arithmétique. Je vois que des acteurs qui parlent mal et sans neurones Comme le facteur, ils ne voient de moi que le enveloppe. Et je roule avec mes timbrés, parés pour le tour du globe. Leur mouv' est flingué, ce est taré ce qu'écoutent les gosses Avec ma paye de animateur de colo. Je ai validé mes verses solos, fatigué de mes heures de prolo. Pas encore arrivé, je fais baliser leurs clubs de homos Je suis comme ton dealer : je ai la qualité pour seule promo. ";2184
"15021";"deen burbigo";". Je ponds des textes parce que je ne fais rien de autre aussi bien. Traîne dans le métropolitain, grec et herbe au quotidien. Aigris sont les frères, illés-gri sont les murs On vit en détresse empilant les prunes, du teuchi dans les burnes Résidant des tieks, méprisant les stups. Nique le illicite, tous, on milite pour des coffees dans les rues. On ne a pas de time pour le game truffé de salopes. Tu sais je galope pour des carrosses et des palaces pleins de hôtesses. Pour mes gars en Vélib' volé ou à pinces. Rêvant de métisses, posé dans une berline, coté tel un prince. Llets-bi violets dans nos linges, ne plus démissionner tous les 15. Travailler ? Ça me a suffi, je ai missionné, je ai dit ""Fin""Et je ai toujours cru au destin depuis gosse, touché en plein cœur Au royaume des aveugles. Je suis comme un borgne qui fait des clins d'œil Et je ai compris que on est esclave ou tron-pa. Et que on ne va jamais aussi loin que lorsque on ne sait pas où le on va. ";2184
"15025";"deen burbigo";"Hey yo on galère dans les allées de la ville où les tarés habitent. Petite tass' et spliff tassé, ça ce est ma vie Je suis pire que lassé de passer par les abîmes. Je ai lâché la tise mais le vague-à-l'âme et le hasch' me habitent. So je gratte la rime, on va se battre et tard gratter ve la les classiques Je veux le cash maintenant, assez parlé de avenir Faites de abord grailler la mife Chaque soir on se attarde, entaillés à vivre. Car les garces ne rêvent que de ce dont les poignets affichent. Des bracelets, artistes entre vice et vertu. Les petits s'évertuent, squattent, tise et spliff de verdure Je te parle de nos vies ou de leur panorama quotidien. Analyse nos titres, pour le heure, gars, te auras pas nos vies de chiens Le mal et le dîn, ouais, ça ce est ma iv' et fallait le dire Si tu vises le meilleur, khey, sois préparé au pire. Je milite, je veux la crème des rois, paré pour le pire du pire Concert au peer-to-peer, vinyle ou MP3. Dans trop de quartiers, le but est de propager nos phrasés. De ville en ville, 'vec les sos flâner, notes salées. Naufrager dans des zones damnées Je me verrais bien en nouveau riche. Boulot clean mais jamais loin de mes potes cramés Magique de faire rimer. Son plus grand rêve avec son pire cauchemar Si je crève, une mixtape en guise de au revoir Mais se il-vous-plaît, évitez les pleurs, récitez mes verses. Car toute ma vie est contenue dans mes rimes et mes skeuds";2185
"15027";"nekfeu";"Moi, le buzz, je le bédave, pédale, ça ce est ma vie Je ai de la yeuf, quelques pétards et je pars gratter la rime. Je fais de mon mieux pour être aimable et droit avec le ami Te sais quoi, je arrête la tise, tais-toi, ça, ce est de la disquette, mec Parfois, je rappe pour interroger mon âme. Connard, les flows ce est mon art. Je veux que les miens délogent les monarques Trop tard pour les études, fuck ça, je fais mes thunes comme de hab Je roule et mé-fu au calme, où étais-tu quand c'était dur ?. Avant que le CD surgisse et que mes blessures brillent sur le disque Où étais-tu, fils, quand j'étais nul ?On est les maquisards du mic' et ce est bientôt le débarquement Donc je vais pas cher-la le manche. Ce est magique, ma clique a du talent. Cachés dans les chiottes, on fraude jusque au concert. Rôde jusqu'à le aube, consomme des produits trop fonce-déDes folles nuits enfoncées dans mes croquis de enfance. Je fais de la 'zique classique comme un acte égoïste en France. On est des bêtes de kickeurs avec le Phaal Philly On chante : ""Ten freaky girls inside the chin tiki"". Je mime les scratchs de mes classiques quand je marche. Quand je suis assis dans le parc, je pense à ma vie dans le Rap. Tes petits accidents de parcours. Mais je rapplique en deux-quatre pour. La famille de Le En-rage-tou, je suis tapi dans le noir. Le ciel est sombre pour tout ce que on a pris dans le Carrefour. Ce mois-ci ce est moisi, je ai plus de dollars pour les mandats à Mouss";2185
"15032";"swift guad";". Ecoute ma rime à double sens, elle est caché sous un tchador. Ma rime est une souris qui danse, tous les soirs quand les chats dorment. Tu la détestes ou tu le adores, parfois ma rime elle est hardcore. Ce est en plein air que je la sors, elle donne toujours du fil à retordre. Elle s'énerve, ça tape fort, en effet ma rime te saigne. Elle a mis dans sa ligne de mire des fachos comme Marine Le Pen. Elle est pointue et raffinée donc elle assassine le game. Ma rime est ma meilleure amie depuis que le rap me a dit ""je te aime"". Elle extériorise une peine, elle aime les marées humaines Des fois elle est assez vulgaire donc elle nettoie ta cérumen. Elle pourrait casser une chaîne, salé sucré, rime sale et suspecte. Je aime vider mon bic comme ma bite aime cracher du sperme. Ma rime est un avion de chasse, elle est assez compétitive. Elle est tassée comme un gros joint, quand elle débarque, on récidive. Face à elle on est si petit donc on veut monter si vite. Elle est la seule sur cette planète qui peut combler mon déficit Mes rimes sont décalées, très carrés, est-ce que te es préparé ?. Le taf faut le faire bien quand la routine nous fait caner. Hip-hop rescapé qui ne parle pas sur le dos de certains Ma rime se parfume à la rue et pisse dans de le eau de Guerlain. ";2186
"15061";"deen burbigo";"Burbigo !. Je suis né le 2 juillet 1987Parmi les gueules grillées, pris jeune dans le mal de un siècle. On ne a pas connu de grandes guerres, notre grande dépression. Voir la détresse dans les yeux de tant de frères sur le banc des tiexons On a vu les pe tits gars passer du shit à la C. Puis de la coke à le héro. Faut qu'à té-co tu sois pire que attaché. Nos vies cadenassées, on XXX des murs de tess' aux murs de Facebook. Des putes aux fesses rouges aux petits dignes à marier. Un hymne à la paix, de la science et des raps de guerre pour te allumer. Quart de siècle on a vu de mes partenaires sans calumets. Quels que soient les âges il y a des valeurs qui nous rassemblent Te entends Bigo sur un track ce est que ye a des rappeurs qui lui ressemblent. ";2193
"15077";"booba";". Vécu trop moche, du sang dans les po-poches Trop morche, le instru vient de Boboche Fuck bobonne et les histoires de gloss. En gros la réussite ne est que une histoire de fo-orce. Beaucoup de soucis, on se pavane sur le bloc La ceinture Gucci ne vient pas avec le Glock. Wesh renoi prêt à faire la re-guer Le client ne est pas roi ici le client est un drogué. Vendre de la came, Dieu merci je ai meilleurs projets Je leur ai mise ici, je leur ai mis là : demande à Roger. La putain de ta sœur, ton blaze donne la nausée Mauvais migiliswigidi swagg #José Bové. Pas facile à vivre, dur à élever Fermé comme un livre, difficile à suivre, dur à aimer Alcool brun dans mon rre-ve Si tu me vois à terre je ne vais peut-être pas me relever. ";2196
"15078";"booba";". La rue choisit ceux que elle guide, fuck un frigidaire vide Mains en le air tout le monde à terre, vous êtes priés de faire vite Pour tous les gangsters enfermés, pour tous les criminels libres. Terrain, séquelles, D1, CL, Criminelle League Criminelle League, Criminelle League La chatte à le ANPE, fuck un frigidaire vide. Pour tous les gangsters enfermés, pour tous les criminels libres. Terrain, séquelles, D1, CL, Criminelle League. ";2196
"15080";"booba";". La rue choisit ceux que elle guide, fuck un frigidaire vide Mains en le air tout le monde à terre. Vous êtes priés de faire vite Pour tous les gangsters enfermés, pour tous les criminels libres. Terrain, séquelles, D1, CL, Criminelle League Criminelle League, Criminelle League La chatte à le ANPE, fuck un frigidaire vide. Pour tous les gangsters enfermés, pour tous les criminels libres. Terrain, séquelles, D1, CL, Criminelle League. ";2196
"15081";"booba";". Criminelle league on taf pour personne, on écoute sonne-per la France que elle y reste B.2.O.B.A. K.2.A.R.I.S, Paris West, Far West vran-Se wesh Trou de boulette dans le pare-bullet veste Baise poulettes fraiches : Next !Pour un terrain tu ter-sau Vol au dessus de un nid de feze-chnouzou, faucon millenium vaisseau Fais le plein chez Mollah pas chez Esso. Je vais te la mettre dans le cul je me ver-sau, biatch ne me rappelle pas je ai plus de réseau. ";2196
"15083";"booba";". La rue choisit ceux que elle guide, fuck un frigidaire vide Mains en le air tout le monde à terre, vous êtes priés de faire vite Pour tous les gangsters enfermés, pour tous les criminels libres. Terrain, séquelles, D1, CL, Criminelle League Criminelle League, Criminelle League La chatte à le ANPE, fuck un frigidaire vide. Pour tous les gangsters enfermés, pour tous les criminels libres. Terrain, séquelles, D1, CL, Criminelle League. . .             .           .         ";2196
"15085";"alonzo";"Costard, clope au bec, full au flop, tous à terre On me nomme Young Black, cash, star, populaire Et tu connais la gimmick, et nous on danse le guirri. Cool, avoue que on le mérite, on fait cadeau la gimmick Gangsta, et puis merde, faut les lovés, faut les faire. Trop de swag, on débarque, lourd, quoi, ce est le hiver Et tu connais la gimmick, et nous on danse le guirri Ah ! Je mérite un Grammy, original comme Weezy. ";2198
"15086";"alonzo";"Aquaplanning, oh yes !Lunettes Emmanuelle Khanh dans le parking Retourne pas ta veste, même si te es avec Kelly. Tes amis vont te laisser en warnings. Souris-moi je flashe, je vais te aveugler. Pourtant je sors pas de un building Sur le i Phone 4 te as le logo des Psy 4Je suis souvent rabat, je compte mes sous sans machine Espèce de petit imbécile, ce est le game. Paraît que tu rappes, mais excuse-moi : What-what-whate s your name?. Je connais que Tyga, gars, ahahaha Je vous rafale de la boca, ah rah-ta-ta-ta Dis-leur !. ";2198
"15088";"alonzo";"Hôpitaux, guerre, gang, politique. Kate et Williame s font rêver le Monde On veut plus que des jantes. On va leur prendre plus que ce qui nous revient avant de se rendre Je suis au développé-couché à la pesée. Je ai le poids du quartier, je ne sais que chanter. Je suis aimé, je suis touché, ce est chacun son vice. Et moi je risque de me faire buter par un fanatique Blah ! Je suis une machine dans le game John Lennon a ressuscité, criez tous ""Amen""Je connais que Tyga, gars, ahahaha Je vous rafale de la boca, ah rah-ta-ta-ta Dis-leur !. ";2198
"15090";"alonzo";"Original comme Daddy, original comme Jay-ZComme Abidal je suis guéri, dans mes amygdales je ai des fusils Bats les couilles de Katy Perry, chez nous on danse le guirri Je te jure sur mon fils Kili', je ai pas vu venir les civils Trop, clope au bec, full au flop, sers un verre On me nomme Young Black, cash, star, partenaire Les cross ont les roues en le air, Marseille ce est devenu Palerme. Quartiers chauds, quartiers fiers, personne veut manger des pierres. Ici ce est le bled, famille nombreuse, ye a que ton frère pour sauver ta peine Toi tu veux faire hagar, ah, ahahahah Je te rafale de la boca, ah rah-ta-ta-ta Dis-leur !. ";2198
"15091";"alonzo";"Costard, clope au bec, full au flop, tous à terre On me nomme Young Black, cash, star, populaire Et tu connais la gimmick, et nous on danse le guirri. Cool, avoue que on le mérite, on fait cadeau la gimmick Gangsta, et puis merde, faut les lovés, faut les faire. Trop de swag, on débarque, lourd, quoi, ce est le hiver Et tu connais la gimmick, et nous on danse le guirri Ah ! Je mérite un Grammy, original comme Weezy Paroles rédigées et expliquées par la communauté Rap Genius France. . .             .           .         ";2198
"15094";"soprano";"Pour pouvoir rouler avec, mec j’ai quitté le porche Ouais j me suis fait la belle car ici la vie est moche Appelle-moi Stringer Bell, j’parle jamais avec mon Torch Si l’rap c’est Prison Break, les MCe s me tiennent la poche Mais dis-moi qu’est-ce qui cloche, tes disques quittent pas les bacs Normal t’es qu’une cloche, sors ton album à Pâques. Quand le mien est dans les bacs, un conseil : rappeurs, courez Car j’vais m’lâcher sur vous comme John Galliano bourréJe suis la version Blu-Ray de ces rappeurs flous Ils sont tous désespérés, le rap ce est Fairview Chez moi quand il faut voler, pas besoin de faire l’'you Quand le rap se fait violer, on fait des youyous. J’suis comme un caillou sur un lance-pierre palestinien Oui un gros caillou sur le doigt d’un cheikh saoudien. Fais pas le voyou ou assume ton destin Guéant fuck you ! D’la part d’un comorien : fuck you !. ";2199
"15096";"alonzo";"De un j’vais casser la cage et trouer les filets. Tuer un spectateur du camp adverse, chouf le bouléToc, toc, toc : Díos mio v’là le papé. Et pour les contestations envoyez-moi ça par courrier. De deux : où est le boss ? Il pense se cacher encore longtemps ?Ou il veut qu’on le soulève de bon sbah. J’vais griller la politesse, les vaillants d’abord, que les fillettes s’taisent. La monnaie d’abord parce que le temps presse Trois, j’pose mes glaouis, mirobolant (Oh oui !). Le rap français mouille quand je tiens le volant (Oh oui !). J’suis affolant (Oh oui !), polyvalent (Oh oui !)Tu m’détestes car ta gadji m’trouve élégant (Oh oui, oh oui, oh oui !)Si t’es un roi j’vais te Louis XVIJ’rappe depuis l’Treize comme un M-16Tacle sur la clavicule en plein game, puto Arrête tout de suite, je vous bois tous au goulot, narvalo. ";2199
"15098";"alonzo";". Transaction de rimes à la seconde, moteur germanique. Ambiance mafieuse, Marseille volcanique Si Dieu veut Psykatra c’est du long terme Y’a pas d’panique, le quatrième album sera dramatique Paroles rédigées et expliquées par la communauté Rap Genius France. . .             .           .         ";2199
"15099";"alonzo";"Mamé, écoute…. C’est le son des grossistes, en piste, 1-2J’arrache le sol en gros V6, un joint d’beuh Poussez-vous du milieu, A.L.O.N. en pleins feux On éblouit les p’tites balances et les hommes en bleu Ra-ta-ta-tah !Midnight Express dans la caisse On a quitté la tèce, on a la pêche La sape à l’italienne, j’ai la batterie pleine, BBM-moi !. Trop speed, les filles s’plaignent, bébé aime-moi !. ";2200
"15100";"alonzo";"J’ai de l’adrénaline qui coule dans l’sang On roule, on rode, on est déter' à 2000%Comme ça tu trouves que j’ai un p’tit accent. Je viens du Sud et c’est comment depuis tout c’temps ?. Mais c’est quoi ces jaloux qui parlent dans l’vent. Nous on avance au galop comme un cheval pur-sang. Ouais mais c’est comment depuis tout c’temps ?On roule, on rode et notre musique traverse le temps. ";2200
"15102";"alonzo";". Ça va poser de grosses sommes, posez-vous des questions. Est-ce qu’il l’est bourada ou est-ce qu’il nous mythonne ?. J’ai la couleur DOM-TOM, c’est du rom-pom-pom-pom J’suis la bande originale de ma ville, quelle emoción Y’a le poto Karim au ‘phone. Il me dit qu’il y’a des folles, comment garder son contrôle ?WAllah, Midnight Express c’est l’halla DJ E-Rise, Kenza Farah, on s’croit à Kingston !. ";2200
"15108";"alonzo";"C’est le flow 2054, secoue ta tête Papè. J’arrive en soucoupe volante, un extra-terrestre s’est posé. Poussez-vous, ça va vite, je meurs demain, mes jours sont comptés Ici c’est Bat life, tous les jours on veut la monnaie. Y’a trop de hyènes, peu d’hygiène, jolie sont les ladies. On aime la nuit, on aime la nuit mais les ennuis c’est mauvais. Comment ça tu chuchote sur mon pote, je vais te gifler Ici c’est fast life comme Leslie et B2OBMoi j’accélère, j’accélère, compteur : 28 années. Pour-pour pouvoir aider faut pas s’lever le dernier. Ah-tcha-tcha-tcha-tcha-tcha, je pète le champagne pour le quartier Levez le bras en l’air, c’est Guinomo, Dieu soit loué. J’suis voué, j’suis voué à tout niquer, à m’arracher en GP. Je touche même plus le sol, j’atterris dans la foule en boulé. J’suis un peu dans la-dans la Comoria à rapatrier. Embrassez ma mère, si c’est moi qui part le premier. J’suis doué (J’suis doué)…. ";2201
"15110";"alonzo";"Sopra’ dis-leur qu’en ce moment je suis en forme olympique En compétition, trop de frissons quand je bois du Ciroc. Puff Daddy fada, quartiers nord, sortez les pecs. La Lamborghini, les bikinis et les coups de quequettes. Qui est le mec qui a le chrono qui lui pète sur les pattes. Je reviens tellement fort que ton crâne s’enfonce dans l’appui-tête. Vas-y toi va là-bas, j’ai pas à t’plaire, j’suis pas prophète. Y’a le public qui fait des doigts en l’air, c’est du Psy 4. C’est nous les boss, on est les boss, traverse les années en 800 GPArrachez-vous vous cacher à Phuket, y’a trop d’ennemis. Trop d’amis, trop de millions ma baby J’suis pas un footballeur, tu crois me pigeonner ma baby. Tu crois j’suis Brandão ?!. Allez défoules-toi, lâche des commentaires, 100 millions de pixels en poster Qui n’étaient pas prêt ? Follow me, follow me, j’vais te tweeter. Ne mets pas la photo de Kardashian, j’vais débouler en p’tites foulées, je rigole hey !. ";2201
"15115";"alonzo";"Ce son c’est du Barbara Berlusconi Et moi j’ai la frappe à Pato Hey, soldat de Totò Riina, je suis le Capo dei Capi. J’suis campeón et j’ai pris goût. Alonz', Makiavel, vrais reconnaissent vrais Mon cerveau il est en deux milles cinquante-cuatro Paroles rédigées et expliquées par la communauté Rap Genius France. . .             .           .         ";2201
"15116";"alonzo";". Et quand dans tes larmes se reflète ma colère. Je appréhende tes blessures comme tes échecs scolaires. Et quand te iras plus loin que ce que mon âme tolère. Je reste un homme, et toi tu restes ma fille. Je dois saigner à vie. ";2202
"15117";"alonzo";"2 kilos 880, elle pleure à la première seconde. Devant ce miracle de Dieu je rigole alors que les hommes se effondrent. Inconscient de ce que il me arrivait. Je coupe ce qui la rattache à sa mère, je ne ai que 17 ans, tu sais. Trois ans plus tôt j'étais encore collégien. Un enfant a mis au monde un enfant ce est ce que me disaient les miens. Tant pis je me sentais grand, je le ai dans mes bras. Et elle répondra au prénom de Kenza. ";2202
"15119";"alonzo";". 22 novembre 99 est née la chair ma chair. Ma descendance, ma trace sur la planète Terre. Permets-moi de souffler une seconde. Ye a quelque chose qui bloque, je ai la bouche pleine de glaires. Elle me a donné un rôle, elle me a donné un nom. Elle a élargi ma vision, elle a, elle a fait de moi un homme. Qui est venu me ramener une brique de lait ?Elle chassait les démons qui me criaient ""Va voler !"", non Son visage me ressemble étrangement Je me revois en elle, je pense à mon enfance. Le amour que elle me transmet est différent. Elle se endormait sur mon torse bercée par mes battements. Ce est ma fille, ses premiers pas je les ai applaudi. Ses sourires me ont rendu patient au point de en mourir. Elle vivra le meilleur, elle vivra le pire. Est-ce que elle entendra son Papa lui dire : Kenza. ";2202
"15121";"alonzo";". Je dois saigner à vie, tu as grandi mon bébé. Te imagines te as douze piges, je vois pas le temps passer Tu me appelais Kassim comme les mecs du quartier Je appréhende ce jour où tu vas me le présenter. Je sais que je suis maladroit, je parle mal des fois. Tu dois me haïr dès le matin quand tu te coiffes. Ce est juste la peur qui prend le dessus sur moi. Si t'échoues j'échoue avec toi, te es une partie de moi. Ne laisse personne couper nos liens naturels. Les histoires de grand ne vous concernent pas, dis-le à tes frères Je vous aime au même degré que ma mère. Je ne remplacerai jamais la vôtre, je suis que un père. Tu es ma fille ma fierté, regarde-moi mes yeux veulent te parler. Si je meurs il ne faut pas pleurer. Tu vivras le pire, mais tu donneras le meilleur à mes petits-enfants. Est-ce que te entendras ma voix te dire doucement.... ";2202
"15122";"alonzo";" (x2). Et quand dans tes larmes se reflète ma colère. Je appréhende tes blessures comme tes échecs scolaires. Et quand te iras plus loin que ce que mon âme tolère. Je reste un homme, et toi tu restes ma fille. Je dois saigner à vie. ";2202
"15125";"alonzo";"Yeah, j’ai besoin de partir, besoin de faire le vide. Quitter le béton à la recherche d’espace libre. Perdre l’habitude de ces routes embouteillées Laisse-moi m’envoler avant mes premières rides Peut-être que là-bas l’espoir pousse encore. Car ici on ne fait que s’apitoyer sur son sort Papa vaut de l’or, mama tu vaux le triple. Ne me retiens pas, t’es mes yeux, t’es mon guide. J’ai le cœur lourd, ici j’ai fait le tour On me dit qu’là-bas la misère promène en short court. Ici les hommes se prennent pour des divinités. Là-bas j’ai comme une impression qu’on peut cohabiter Quoi qu’on en dise, y’a trop de vices Ici le système nous transforme en chiffres. Surement que là-bas je m’autoriserai à rêver Parait-il que les cigales chantent du Bob Marley, mamé.... ";2203
